text,entities
Tapkedandagaun,"[[0, 14, 'LOCATION']]"
Tapko,"[[0, 5, 'LOCATION']]"
Tapkuwa,"[[0, 7, 'LOCATION']]"
Tapla,"[[0, 5, 'LOCATION']]"
Taplakhar,"[[0, 9, 'LOCATION']]"
Taple,"[[0, 5, 'LOCATION']]"
Taple Bajar,"[[0, 11, 'LOCATION']]"
Taplejung,"[[0, 9, 'LOCATION']]"
Taplo,"[[0, 5, 'LOCATION']]"
Taplum,"[[0, 6, 'LOCATION']]"
Taplun,"[[0, 6, 'LOCATION']]"
Tapovan,"[[0, 7, 'LOCATION']]"
Tappargaun,"[[0, 10, 'LOCATION']]"
Tappu,"[[0, 5, 'LOCATION']]"
Tappugaun,"[[0, 9, 'LOCATION']]"
Tapra,"[[0, 5, 'LOCATION']]"
Tapralo,"[[0, 7, 'LOCATION']]"
Taprang,"[[0, 7, 'LOCATION']]"
Taprasa,"[[0, 7, 'LOCATION']]"
Tapren Dharmashala,"[[0, 18, 'LOCATION']]"
Tapriza,"[[0, 7, 'LOCATION']]"
Tapsan,"[[0, 6, 'LOCATION']]"
Tapseldanda,"[[0, 11, 'LOCATION']]"
Tapsi,"[[0, 5, 'LOCATION']]"
Taptape,"[[0, 7, 'LOCATION']]"
Taptel,"[[0, 6, 'LOCATION']]"
Tapting,"[[0, 7, 'LOCATION']]"
Tapu,"[[0, 4, 'LOCATION']]"
Tapu Danda,"[[0, 10, 'LOCATION']]"
Tapuchaur,"[[0, 9, 'LOCATION']]"
Tapugaira,"[[0, 9, 'LOCATION']]"
Tapuredanda,"[[0, 11, 'LOCATION']]"
Taputol,"[[0, 7, 'LOCATION']]"
Tapwa,"[[0, 5, 'LOCATION']]"
Tar,"[[0, 3, 'LOCATION']]"
Tar Gaun,"[[0, 8, 'LOCATION']]"
Tar Goth,"[[0, 8, 'LOCATION']]"
Tar Kerabari,"[[0, 12, 'LOCATION']]"
Tara,"[[0, 4, 'LOCATION']]"
Tara Bahadurtol,"[[0, 15, 'LOCATION']]"
Tara Hall Chowk,"[[0, 15, 'LOCATION']]"
Tara Nagar,"[[0, 10, 'LOCATION']]"
Tara pokhari,"[[0, 12, 'LOCATION']]"
Tarabana,"[[0, 8, 'LOCATION']]"
Tarabari,"[[0, 8, 'LOCATION']]"
Tarabari Dipu,"[[0, 13, 'LOCATION']]"
Tarachaur,"[[0, 9, 'LOCATION']]"
Tarachok,"[[0, 8, 'LOCATION']]"
Taragairi,"[[0, 9, 'LOCATION']]"
Taragaun,"[[0, 8, 'LOCATION']]"
Taraghari,"[[0, 9, 'LOCATION']]"
Tarahara,"[[0, 8, 'LOCATION']]"
Taraharitola,"[[0, 12, 'LOCATION']]"
Tarahi,"[[0, 6, 'LOCATION']]"
Tarai,"[[0, 5, 'LOCATION']]"
Tarakeshwar,"[[0, 11, 'LOCATION']]"
Tarakharka Bhanjyaang Tole,"[[0, 26, 'LOCATION']]"
Tarakhase,"[[0, 9, 'LOCATION']]"
Tarakhet,"[[0, 8, 'LOCATION']]"
Tarakholagaun,"[[0, 13, 'LOCATION']]"
Tarakot,"[[0, 7, 'LOCATION']]"
Tarakulha,"[[0, 9, 'LOCATION']]"
Taral,"[[0, 5, 'LOCATION']]"
Taram Khalta,"[[0, 12, 'LOCATION']]"
Taramro,"[[0, 7, 'LOCATION']]"
Taran,"[[0, 5, 'LOCATION']]"
Taranagar,"[[0, 9, 'LOCATION']]"
Taranai,"[[0, 7, 'LOCATION']]"
Taranga,"[[0, 7, 'LOCATION']]"
Tarangar,"[[0, 8, 'LOCATION']]"
Tarangche,"[[0, 9, 'LOCATION']]"
Taranja,"[[0, 7, 'LOCATION']]"
Tarapatti,"[[0, 9, 'LOCATION']]"
Tarapatti Kurmitol,"[[0, 18, 'LOCATION']]"
Tarapatti chowk,"[[0, 15, 'LOCATION']]"
Tarapu,"[[0, 6, 'LOCATION']]"
Tarapur,"[[0, 7, 'LOCATION']]"
Taratal,"[[0, 7, 'LOCATION']]"
Tarati,"[[0, 6, 'LOCATION']]"
Taratol,"[[0, 7, 'LOCATION']]"
Tarauli,"[[0, 7, 'LOCATION']]"
Tarbans,"[[0, 7, 'LOCATION']]"
Tarbar,"[[0, 6, 'LOCATION']]"
Tarbari,"[[0, 7, 'LOCATION']]"
Tarbariya,"[[0, 9, 'LOCATION']]"
Tarbhir,"[[0, 7, 'LOCATION']]"
Tarbhote,"[[0, 8, 'LOCATION']]"
Tarchan,"[[0, 7, 'LOCATION']]"
Tarchang,"[[0, 8, 'LOCATION']]"
Tardada,"[[0, 7, 'LOCATION']]"
Tare,"[[0, 4, 'LOCATION']]"
Tare Kang,"[[0, 9, 'LOCATION']]"
Tare pahara,"[[0, 11, 'LOCATION']]"
Tare-Pahara,"[[0, 11, 'LOCATION']]"
Tarebang,"[[0, 8, 'LOCATION']]"
Tarebhange,"[[0, 10, 'LOCATION']]"
Tarebhid,"[[0, 8, 'LOCATION']]"
Tarebhir,"[[0, 8, 'LOCATION']]"
Tarebhitta,"[[0, 10, 'LOCATION']]"
Tarechauri,"[[0, 10, 'LOCATION']]"
Taregada,"[[0, 8, 'LOCATION']]"
Taregana,"[[0, 8, 'LOCATION']]"
Tareli,"[[0, 6, 'LOCATION']]"
Tareni,"[[0, 6, 'LOCATION']]"
Tarepatal,"[[0, 9, 'LOCATION']]"
Taresong,"[[0, 8, 'LOCATION']]"
Tarewa,"[[0, 6, 'LOCATION']]"
Tareya,"[[0, 6, 'LOCATION']]"
Tareyachaur,"[[0, 11, 'LOCATION']]"
Targa,"[[0, 5, 'LOCATION']]"
Targaili,"[[0, 8, 'LOCATION']]"
Targaun,"[[0, 7, 'LOCATION']]"
Targo,"[[0, 5, 'LOCATION']]"
Tarhari,"[[0, 7, 'LOCATION']]"
Tari,"[[0, 4, 'LOCATION']]"
Tari Goth,"[[0, 9, 'LOCATION']]"
Tari Phant,"[[0, 10, 'LOCATION']]"
Taribata,"[[0, 8, 'LOCATION']]"
Taribesi,"[[0, 8, 'LOCATION']]"
Taribun,"[[0, 7, 'LOCATION']]"
Tarigai,"[[0, 7, 'LOCATION']]"
Tarigama,"[[0, 8, 'LOCATION']]"
Tarigau,"[[0, 7, 'LOCATION']]"
Tarigaun,"[[0, 8, 'LOCATION']]"
Tarike,"[[0, 6, 'LOCATION']]"
Tarikhet,"[[0, 8, 'LOCATION']]"
Tariphant,"[[0, 9, 'LOCATION']]"
Tariswara,"[[0, 9, 'LOCATION']]"
Taritol,"[[0, 7, 'LOCATION']]"
Tariya,"[[0, 6, 'LOCATION']]"
Tarkado,"[[0, 7, 'LOCATION']]"
Tarkang,"[[0, 7, 'LOCATION']]"
Tarkang Goth,"[[0, 12, 'LOCATION']]"
Tarkapur,"[[0, 8, 'LOCATION']]"
Tarke,"[[0, 5, 'LOCATION']]"
Tarkebesi,"[[0, 9, 'LOCATION']]"
Tarkechauka,"[[0, 11, 'LOCATION']]"
Tarkeghyang,"[[0, 11, 'LOCATION']]"
Tarkekholagaun,"[[0, 14, 'LOCATION']]"
Tarkeni,"[[0, 7, 'LOCATION']]"
Tarkeshwari,"[[0, 11, 'LOCATION']]"
Tarkhakal,"[[0, 9, 'LOCATION']]"
Tarkhule Bagar,"[[0, 14, 'LOCATION']]"
Tarkichaur,"[[0, 10, 'LOCATION']]"
Tarkin,"[[0, 6, 'LOCATION']]"
Tarkini,"[[0, 7, 'LOCATION']]"
Tarku,"[[0, 5, 'LOCATION']]"
Tarkudanda,"[[0, 10, 'LOCATION']]"
Tarkughat,"[[0, 9, 'LOCATION']]"
Tarkukot,"[[0, 8, 'LOCATION']]"
Tarkulaha,"[[0, 9, 'LOCATION']]"
Tarkulla,"[[0, 8, 'LOCATION']]"
Tarkum,"[[0, 6, 'LOCATION']]"
Tarkutar,"[[0, 8, 'LOCATION']]"
Tarkutarbesi,"[[0, 12, 'LOCATION']]"
Tarle,"[[0, 5, 'LOCATION']]"
Tarling,"[[0, 7, 'LOCATION']]"
Tarma,"[[0, 5, 'LOCATION']]"
Tarne Kharka,"[[0, 12, 'LOCATION']]"
Tarnekhadka,"[[0, 11, 'LOCATION']]"
Tarnekharka,"[[0, 11, 'LOCATION']]"
Tarneta,"[[0, 7, 'LOCATION']]"
Tarngga,"[[0, 7, 'LOCATION']]"
Taro,"[[0, 4, 'LOCATION']]"
Tarodhunga,"[[0, 10, 'LOCATION']]"
Taroyapur,"[[0, 9, 'LOCATION']]"
Tarpakha,"[[0, 8, 'LOCATION']]"
Tarpen,"[[0, 6, 'LOCATION']]"
Tarpena,"[[0, 7, 'LOCATION']]"
Tarphedi,"[[0, 8, 'LOCATION']]"
Tarsaling,"[[0, 9, 'LOCATION']]"
Tarsaray,"[[0, 8, 'LOCATION']]"
Tarsibang,"[[0, 9, 'LOCATION']]"
Tarsikot,"[[0, 8, 'LOCATION']]"
Tarsing,"[[0, 7, 'LOCATION']]"
Tarsingdanda,"[[0, 12, 'LOCATION']]"
Tartalo,"[[0, 7, 'LOCATION']]"
Tarthali,"[[0, 8, 'LOCATION']]"
Tartikha,"[[0, 8, 'LOCATION']]"
Tartong,"[[0, 7, 'LOCATION']]"
Tartum,"[[0, 6, 'LOCATION']]"
Tartun,"[[0, 6, 'LOCATION']]"
Tartung,"[[0, 7, 'LOCATION']]"
Taru,"[[0, 4, 'LOCATION']]"
Taru Kharka,"[[0, 11, 'LOCATION']]"
Tarubas,"[[0, 7, 'LOCATION']]"
Tarubhatera,"[[0, 11, 'LOCATION']]"
Tarudi,"[[0, 6, 'LOCATION']]"
Taruk,"[[0, 5, 'LOCATION']]"
Taruka,"[[0, 6, 'LOCATION']]"
Taruka Ghat,"[[0, 11, 'LOCATION']]"
Tarukabesi,"[[0, 10, 'LOCATION']]"
Taruke,"[[0, 6, 'LOCATION']]"
Tarukegaun,"[[0, 10, 'LOCATION']]"
Tarukharka,"[[0, 10, 'LOCATION']]"
Tarukhorka,"[[0, 10, 'LOCATION']]"
Tarula,"[[0, 6, 'LOCATION']]"
Tarulban,"[[0, 8, 'LOCATION']]"
Tarule,"[[0, 6, 'LOCATION']]"
Tarulekhuti,"[[0, 11, 'LOCATION']]"
Taruli,"[[0, 6, 'LOCATION']]"
Taruliya,"[[0, 8, 'LOCATION']]"
Tarunipani,"[[0, 10, 'LOCATION']]"
Tarupare,"[[0, 8, 'LOCATION']]"
Tarupare Lek,"[[0, 12, 'LOCATION']]"
Taruwa,"[[0, 6, 'LOCATION']]"
Tarwa,"[[0, 5, 'LOCATION']]"
Tasa Gaun,"[[0, 9, 'LOCATION']]"
Tasakharka,"[[0, 10, 'LOCATION']]"
Tasar,"[[0, 5, 'LOCATION']]"
Tasarpu,"[[0, 7, 'LOCATION']]"
Tase,"[[0, 4, 'LOCATION']]"
Tashiding,"[[0, 9, 'LOCATION']]"
Tashigaon,"[[0, 9, 'LOCATION']]"
Tashiling Tibetan Craft Market,"[[0, 30, 'LOCATION']]"
Tashiling Tibetan Refugee Camp,"[[0, 30, 'LOCATION']]"
Tashinga,"[[0, 8, 'LOCATION']]"
Tasi,"[[0, 4, 'LOCATION']]"
Tasigau,"[[0, 7, 'LOCATION']]"
Tasinchok,"[[0, 9, 'LOCATION']]"
Tasinchowk,"[[0, 10, 'LOCATION']]"
Tasithan,"[[0, 8, 'LOCATION']]"
Tasithang,"[[0, 9, 'LOCATION']]"
Taslli Salija,"[[0, 13, 'LOCATION']]"
Tasllo Beteni,"[[0, 13, 'LOCATION']]"
Tasugara,"[[0, 8, 'LOCATION']]"
Tasurali,"[[0, 8, 'LOCATION']]"
Tasyogaun,"[[0, 9, 'LOCATION']]"
Tata,"[[0, 4, 'LOCATION']]"
Tata Guyela,"[[0, 11, 'LOCATION']]"
Tata Makhu,"[[0, 10, 'LOCATION']]"
Tatagaun,"[[0, 8, 'LOCATION']]"
Tatakholagaun,"[[0, 13, 'LOCATION']]"
Tatalichhal,"[[0, 11, 'LOCATION']]"
Tatalighat,"[[0, 10, 'LOCATION']]"
Tatapani,"[[0, 8, 'LOCATION']]"
Tatapolla,"[[0, 9, 'LOCATION']]"
Tatar,"[[0, 5, 'LOCATION']]"
Tatarkot,"[[0, 8, 'LOCATION']]"
Tatbandhan,"[[0, 10, 'LOCATION']]"
Tate,"[[0, 4, 'LOCATION']]"
Tate Ghagarini,"[[0, 14, 'LOCATION']]"
Tatekhali,"[[0, 9, 'LOCATION']]"
Tatekhola,"[[0, 9, 'LOCATION']]"
Tateli,"[[0, 6, 'LOCATION']]"
Tatepakha,"[[0, 9, 'LOCATION']]"
Tatera,"[[0, 6, 'LOCATION']]"
Tatgal,"[[0, 6, 'LOCATION']]"
Tati,"[[0, 4, 'LOCATION']]"
Tatik,"[[0, 5, 'LOCATION']]"
Tatindada,"[[0, 9, 'LOCATION']]"
Tatindanda,"[[0, 10, 'LOCATION']]"
Tatke,"[[0, 5, 'LOCATION']]"
Tatke Goth,"[[0, 10, 'LOCATION']]"
Tatke Jyula,"[[0, 11, 'LOCATION']]"
Tatke tole,"[[0, 10, 'LOCATION']]"
Tatmatol,"[[0, 8, 'LOCATION']]"
Tatna,"[[0, 5, 'LOCATION']]"
Tatne,"[[0, 5, 'LOCATION']]"
Tatopani,"[[0, 8, 'LOCATION']]"
Tatopani Bazaar,"[[0, 15, 'LOCATION']]"
Tatopani Ghat,"[[0, 13, 'LOCATION']]"
Tatopani Kunda,"[[0, 14, 'LOCATION']]"
Tatsalung,"[[0, 9, 'LOCATION']]"
Tatta,"[[0, 5, 'LOCATION']]"
Tattagol,"[[0, 8, 'LOCATION']]"
Tattake,"[[0, 7, 'LOCATION']]"
Tatuwamadi,"[[0, 10, 'LOCATION']]"
Tatyadi,"[[0, 7, 'LOCATION']]"
Taubas,"[[0, 6, 'LOCATION']]"
Taudaha,"[[0, 7, 'LOCATION']]"
Taudar Thapagaun,"[[0, 16, 'LOCATION']]"
Taudol,"[[0, 6, 'LOCATION']]"
Taugun,"[[0, 6, 'LOCATION']]"
Tauka,"[[0, 5, 'LOCATION']]"
Tauke,"[[0, 5, 'LOCATION']]"
Taukedanda,"[[0, 10, 'LOCATION']]"
Taukelain,"[[0, 9, 'LOCATION']]"
Taukhal,"[[0, 7, 'LOCATION']]"
Taukhel,"[[0, 7, 'LOCATION']]"
Taukhi,"[[0, 6, 'LOCATION']]"
Taule,"[[0, 5, 'LOCATION']]"
Taulekholagaun,"[[0, 14, 'LOCATION']]"
Taulipipal,"[[0, 10, 'LOCATION']]"
Tauliya,"[[0, 7, 'LOCATION']]"
Taulung,"[[0, 7, 'LOCATION']]"
Taumath,"[[0, 7, 'LOCATION']]"
Tauneswanra,"[[0, 11, 'LOCATION']]"
Taunjadanda,"[[0, 11, 'LOCATION']]"
Taunka Gharasa,"[[0, 14, 'LOCATION']]"
Taunnagar,"[[0, 9, 'LOCATION']]"
Taur,"[[0, 4, 'LOCATION']]"
Tauthali,"[[0, 8, 'LOCATION']]"
Tauwa,"[[0, 5, 'LOCATION']]"
Tauwatar,"[[0, 8, 'LOCATION']]"
Tawa,"[[0, 4, 'LOCATION']]"
Tawadung,"[[0, 8, 'LOCATION']]"
Tawaghat,"[[0, 8, 'LOCATION']]"
Tawai,"[[0, 5, 'LOCATION']]"
Tawal,"[[0, 5, 'LOCATION']]"
Tawanagi,"[[0, 8, 'LOCATION']]"
Tawapani,"[[0, 8, 'LOCATION']]"
Tawari,"[[0, 6, 'LOCATION']]"
Tawatar,"[[0, 7, 'LOCATION']]"
Taxi Chowk,"[[0, 10, 'LOCATION']]"
Tayagaun,"[[0, 8, 'LOCATION']]"
Tea Garden,"[[0, 10, 'LOCATION']]"
Teaching Hospital,"[[0, 17, 'LOCATION']]"
Tebang,"[[0, 6, 'LOCATION']]"
Techhada,"[[0, 8, 'LOCATION']]"
Teda,"[[0, 4, 'LOCATION']]"
Tedagaun,"[[0, 8, 'LOCATION']]"
Tedahar,"[[0, 7, 'LOCATION']]"
Tedakatti,"[[0, 9, 'LOCATION']]"
Tedhuwa,"[[0, 7, 'LOCATION']]"
Tedi,"[[0, 4, 'LOCATION']]"
Tedibazaar,"[[0, 10, 'LOCATION']]"
Tedimadu,"[[0, 8, 'LOCATION']]"
Tediya,"[[0, 6, 'LOCATION']]"
Tegadi,"[[0, 6, 'LOCATION']]"
Teghara,"[[0, 7, 'LOCATION']]"
Teghari,"[[0, 7, 'LOCATION']]"
Teghari (Katan),"[[0, 15, 'LOCATION']]"
Teghari (Mahara Katan),"[[0, 22, 'LOCATION']]"
Tegni Ganar,"[[0, 11, 'LOCATION']]"
Tegra,"[[0, 5, 'LOCATION']]"
Tegundanda,"[[0, 10, 'LOCATION']]"
Tegya,"[[0, 5, 'LOCATION']]"
Teh,"[[0, 3, 'LOCATION']]"
Tehe,"[[0, 4, 'LOCATION']]"
Tej Nagar Chowkk,"[[0, 16, 'LOCATION']]"
Tejapakad,"[[0, 9, 'LOCATION']]"
Tejbinayak Chowk,"[[0, 16, 'LOCATION']]"
Teje,"[[0, 4, 'LOCATION']]"
Tejipur,"[[0, 7, 'LOCATION']]"
Tejnagar,"[[0, 8, 'LOCATION']]"
Tejpur,"[[0, 6, 'LOCATION']]"
Tejutol,"[[0, 7, 'LOCATION']]"
Tekam,"[[0, 5, 'LOCATION']]"
Tekandanda,"[[0, 10, 'LOCATION']]"
Tekani,"[[0, 6, 'LOCATION']]"
Tekanpur,"[[0, 8, 'LOCATION']]"
Tekanswanra,"[[0, 11, 'LOCATION']]"
Tekantol,"[[0, 8, 'LOCATION']]"
Tekare,"[[0, 6, 'LOCATION']]"
Tekarsisneri,"[[0, 12, 'LOCATION']]"
Tekhang,"[[0, 7, 'LOCATION']]"
Teknarayangaun,"[[0, 14, 'LOCATION']]"
Tekra,"[[0, 5, 'LOCATION']]"
Tekre,"[[0, 5, 'LOCATION']]"
Teksim,"[[0, 6, 'LOCATION']]"
Teksing,"[[0, 7, 'LOCATION']]"
Teku,"[[0, 4, 'LOCATION']]"
Teku Dobhan,"[[0, 11, 'LOCATION']]"
Tekudanda,"[[0, 9, 'LOCATION']]"
Tekunalagaun,"[[0, 12, 'LOCATION']]"
Tekuwa,"[[0, 6, 'LOCATION']]"
Telagadakharka,"[[0, 14, 'LOCATION']]"
Telahihawa,"[[0, 10, 'LOCATION']]"
Telani,"[[0, 6, 'LOCATION']]"
Telanidobhan,"[[0, 12, 'LOCATION']]"
Telanpuruwa,"[[0, 11, 'LOCATION']]"
Telauli Chowk,"[[0, 13, 'LOCATION']]"
Telbang,"[[0, 7, 'LOCATION']]"
Telchaur,"[[0, 8, 'LOCATION']]"
Teldihawa,"[[0, 9, 'LOCATION']]"
Telebun,"[[0, 7, 'LOCATION']]"
Telenpur,"[[0, 8, 'LOCATION']]"
Telgai,"[[0, 6, 'LOCATION']]"
Telgaun,"[[0, 7, 'LOCATION']]"
"Telgaun,Sirupata","[[0, 16, 'LOCATION']]"
Telgha,"[[0, 6, 'LOCATION']]"
Telibari,"[[0, 8, 'LOCATION']]"
Telibhita,"[[0, 9, 'LOCATION']]"
Teligau,"[[0, 7, 'LOCATION']]"
Teligaun,"[[0, 8, 'LOCATION']]"
Telikhet,"[[0, 8, 'LOCATION']]"
Telinadihitola,"[[0, 14, 'LOCATION']]"
Telitar,"[[0, 7, 'LOCATION']]"
Telitol,"[[0, 7, 'LOCATION']]"
Teliya,"[[0, 6, 'LOCATION']]"
Teliyadangi,"[[0, 11, 'LOCATION']]"
Teliyaha,"[[0, 8, 'LOCATION']]"
Teliyaha Nayatol,"[[0, 16, 'LOCATION']]"
Teliyanpurwa,"[[0, 12, 'LOCATION']]"
Teliyari,"[[0, 8, 'LOCATION']]"
Teliyaritol,"[[0, 11, 'LOCATION']]"
Telkani,"[[0, 7, 'LOCATION']]"
Telkhet,"[[0, 7, 'LOCATION']]"
Telkholagaun,"[[0, 12, 'LOCATION']]"
Telkot,"[[0, 6, 'LOCATION']]"
Telkuwa,"[[0, 7, 'LOCATION']]"
Telkuwa Chowk,"[[0, 13, 'LOCATION']]"
Telkuwa Musahar Basti,"[[0, 21, 'LOCATION']]"
Tellabun,"[[0, 8, 'LOCATION']]"
Tellok,"[[0, 6, 'LOCATION']]"
Telokpa,"[[0, 7, 'LOCATION']]"
Telpani,"[[0, 7, 'LOCATION']]"
Telpara,"[[0, 7, 'LOCATION']]"
Teltele,"[[0, 7, 'LOCATION']]"
Telung,"[[0, 6, 'LOCATION']]"
Telyani,"[[0, 7, 'LOCATION']]"
Temana,"[[0, 6, 'LOCATION']]"
Temane,"[[0, 6, 'LOCATION']]"
Temba,"[[0, 5, 'LOCATION']]"
Tembang,"[[0, 7, 'LOCATION']]"
Tembe,"[[0, 5, 'LOCATION']]"
Tembewa,"[[0, 7, 'LOCATION']]"
Tembok,"[[0, 6, 'LOCATION']]"
Temboyok,"[[0, 8, 'LOCATION']]"
Tembung,"[[0, 7, 'LOCATION']]"
Temka,"[[0, 5, 'LOCATION']]"
Temma,"[[0, 5, 'LOCATION']]"
Tempathang,"[[0, 10, 'LOCATION']]"
Temple Tiger,"[[0, 12, 'LOCATION']]"
Temrang,"[[0, 7, 'LOCATION']]"
Temren,"[[0, 6, 'LOCATION']]"
Temreng,"[[0, 7, 'LOCATION']]"
Temtu,"[[0, 5, 'LOCATION']]"
Temtuku,"[[0, 7, 'LOCATION']]"
Temuche,"[[0, 7, 'LOCATION']]"
Tena,"[[0, 4, 'LOCATION']]"
Tenatol,"[[0, 7, 'LOCATION']]"
Tenchet,"[[0, 7, 'LOCATION']]"
Tenchhung,"[[0, 9, 'LOCATION']]"
Tendi,"[[0, 5, 'LOCATION']]"
Tendo,"[[0, 5, 'LOCATION']]"
Tenebun,"[[0, 7, 'LOCATION']]"
Tengabung,"[[0, 9, 'LOCATION']]"
Tengal,"[[0, 6, 'LOCATION']]"
Tengar,"[[0, 6, 'LOCATION']]"
Tengboche,"[[0, 9, 'LOCATION']]"
Tengche village,"[[0, 15, 'LOCATION']]"
Tengdingbo Goth,"[[0, 15, 'LOCATION']]"
Tenggatoli,"[[0, 10, 'LOCATION']]"
Tengraha,"[[0, 8, 'LOCATION']]"
Tengri,"[[0, 6, 'LOCATION']]"
Tengsingchet,"[[0, 12, 'LOCATION']]"
Teningbot,"[[0, 9, 'LOCATION']]"
Tenkha,"[[0, 6, 'LOCATION']]"
Tenkharka,"[[0, 9, 'LOCATION']]"
Tensophant,"[[0, 10, 'LOCATION']]"
Tenthap,"[[0, 7, 'LOCATION']]"
Tenuhawa,"[[0, 8, 'LOCATION']]"
Tenui,"[[0, 5, 'LOCATION']]"
Tenupa,"[[0, 6, 'LOCATION']]"
Tenuwa,"[[0, 6, 'LOCATION']]"
Tenuwapatti,"[[0, 11, 'LOCATION']]"
Tenzing Chowk,"[[0, 13, 'LOCATION']]"
Tepari,"[[0, 6, 'LOCATION']]"
Tepri,"[[0, 5, 'LOCATION']]"
Tera Sal Chowk,"[[0, 14, 'LOCATION']]"
Terahathum,"[[0, 10, 'LOCATION']]"
Terahauta,"[[0, 9, 'LOCATION']]"
Terahota,"[[0, 8, 'LOCATION']]"
Terakhola,"[[0, 9, 'LOCATION']]"
Terangaon,"[[0, 9, 'LOCATION']]"
Teraute,"[[0, 7, 'LOCATION']]"
Terchha,"[[0, 7, 'LOCATION']]"
Terchhabata,"[[0, 11, 'LOCATION']]"
Terchhe,"[[0, 7, 'LOCATION']]"
Terengkharka,"[[0, 12, 'LOCATION']]"
Tereni,"[[0, 6, 'LOCATION']]"
Teresin,"[[0, 7, 'LOCATION']]"
Terha,"[[0, 5, 'LOCATION']]"
Terha Nambar Basti,"[[0, 18, 'LOCATION']]"
Terhabighe,"[[0, 10, 'LOCATION']]"
Terhakilo,"[[0, 9, 'LOCATION']]"
Terhamure,"[[0, 9, 'LOCATION']]"
Terhathum (Myanglung Bajar),"[[0, 27, 'LOCATION']]"
Terhathumetol,"[[0, 13, 'LOCATION']]"
Teri Bhanjyang,"[[0, 14, 'LOCATION']]"
Teri Himal,"[[0, 10, 'LOCATION']]"
Tersa,"[[0, 5, 'LOCATION']]"
Tersapani,"[[0, 9, 'LOCATION']]"
Tersapatti,"[[0, 10, 'LOCATION']]"
Terse,"[[0, 5, 'LOCATION']]"
Terse Deujagaun,"[[0, 15, 'LOCATION']]"
Tersebahu,"[[0, 9, 'LOCATION']]"
Terseban,"[[0, 8, 'LOCATION']]"
Tersegaun,"[[0, 9, 'LOCATION']]"
Tersesaj,"[[0, 8, 'LOCATION']]"
Terso Bato,"[[0, 10, 'LOCATION']]"
Terso Mungare,"[[0, 13, 'LOCATION']]"
Terso Tol,"[[0, 9, 'LOCATION']]"
Tersobato,"[[0, 9, 'LOCATION']]"
Tersolain,"[[0, 9, 'LOCATION']]"
Terter,"[[0, 6, 'LOCATION']]"
Tesangma,"[[0, 8, 'LOCATION']]"
Tesi Lapcha La,"[[0, 14, 'LOCATION']]"
Tesing,"[[0, 6, 'LOCATION']]"
Tesinge,"[[0, 7, 'LOCATION']]"
Tesro Bazar,"[[0, 11, 'LOCATION']]"
Teta,"[[0, 4, 'LOCATION']]"
Tetado,"[[0, 6, 'LOCATION']]"
Tetanchet,"[[0, 9, 'LOCATION']]"
Tetando,"[[0, 7, 'LOCATION']]"
Tetang,"[[0, 6, 'LOCATION']]"
Tetari,"[[0, 6, 'LOCATION']]"
Tetariya,"[[0, 8, 'LOCATION']]"
Tetariyachok,"[[0, 12, 'LOCATION']]"
Tetauli,"[[0, 7, 'LOCATION']]"
Teterang,"[[0, 8, 'LOCATION']]"
Tetri gachi chowk,"[[0, 17, 'LOCATION']]"
Tetru Chowk,"[[0, 11, 'LOCATION']]"
Tettisbigha,"[[0, 11, 'LOCATION']]"
Teunas,"[[0, 6, 'LOCATION']]"
Teunas Tol,"[[0, 10, 'LOCATION']]"
Teundanda,"[[0, 9, 'LOCATION']]"
Teute,"[[0, 5, 'LOCATION']]"
Teuwa,"[[0, 5, 'LOCATION']]"
Tewaripurwa,"[[0, 11, 'LOCATION']]"
Teyungbesi,"[[0, 10, 'LOCATION']]"
Tha Nagphu,"[[0, 10, 'LOCATION']]"
Tha-Tu-Jhwah,"[[0, 12, 'LOCATION']]"
Thabang,"[[0, 7, 'LOCATION']]"
Thabledanda,"[[0, 11, 'LOCATION']]"
Thabli,"[[0, 6, 'LOCATION']]"
Thabsa,"[[0, 6, 'LOCATION']]"
Thachke,"[[0, 7, 'LOCATION']]"
Thad Patal,"[[0, 10, 'LOCATION']]"
Thada,"[[0, 5, 'LOCATION']]"
Thada Awat,"[[0, 10, 'LOCATION']]"
Thada Bunga,"[[0, 11, 'LOCATION']]"
Thada Dhunga,"[[0, 12, 'LOCATION']]"
Thada Hatiya,"[[0, 12, 'LOCATION']]"
Thada Swara,"[[0, 11, 'LOCATION']]"
Thadabari,"[[0, 9, 'LOCATION']]"
Thadachaur,"[[0, 10, 'LOCATION']]"
Thadadaha,"[[0, 9, 'LOCATION']]"
Thadadhunga,"[[0, 11, 'LOCATION']]"
Thadagada,"[[0, 9, 'LOCATION']]"
Thadagaun,"[[0, 9, 'LOCATION']]"
Thadakhet,"[[0, 9, 'LOCATION']]"
Thadakhola,"[[0, 10, 'LOCATION']]"
Thadakholagaun,"[[0, 14, 'LOCATION']]"
Thadalek,"[[0, 8, 'LOCATION']]"
Thadalitol,"[[0, 10, 'LOCATION']]"
Thadara,"[[0, 7, 'LOCATION']]"
Thadaswanra,"[[0, 11, 'LOCATION']]"
Thadatol,"[[0, 8, 'LOCATION']]"
Thadchama Kharka,"[[0, 16, 'LOCATION']]"
Thaddhunga,"[[0, 10, 'LOCATION']]"
Thade,"[[0, 5, 'LOCATION']]"
Thade Tol,"[[0, 9, 'LOCATION']]"
Thadechok,"[[0, 9, 'LOCATION']]"
